employee_id,age,gender,role,experience_years,salary,projects_assigned,certifications,remote,overtime_hours,satisfaction_level,performance_score,training_hours,left_company
4064,37,Male,QA Engineer,3,2876.29,1,1,1,13.6,0.31,50.0,26,1
4065,27,Female,QA Engineer,1,2747.28,3,0,0,8.6,0.2,50.0,39,0
4066,29,Female,QA Engineer,3,2621.05,3,0,1,10.2,0.45,50.0,72,0
4067,36,Male,Developer,7,2823.49,1,1,0,18.2,0.23,50.0,57,0
4068,37,Male,QA Engineer,8,2785.18,3,1,1,2.3,0.35,50.0,44,0
4069,25,Female,DevOps,1,2666.94,4,2,1,9.9,0.36,50.0,58,0
4070,43,Female,SysAdmin,8,2703.92,1,1,0,10.1,0.24,50.0,50,0
4071,39,Male,Data Engineer,9,2750.71,4,0,0,11.2,0.2,59.7,47,0
4072,29,Female,Product Manager,2,2968.92,3,2,1,6.1,0.45,50.0,59,0
4073,22,Male,DevOps,0,2682.39,1,0,1,8.3,0.41,50.0,50,0
4074,33,Male,QA Engineer,6,2611.39,2,1,1,0.0,0.46,50.0,57,0
4075,31,Male,Developer,4,2581.29,1,1,0,14.2,0.08,50.0,43,0
4076,35,Female,SysAdmin,7,2660.22,5,0,0,4.2,0.28,50.0,34,0
4077,32,Male,Data Engineer,2,2563.71,3,1,0,23.2,0.17,50.0,29,0
4078,22,Female,Developer,0,3278.59,4,4,1,10.1,0.37,50.0,26,1
4079,31,Female,Security Analyst,4,2628.7,5,1,1,2.8,0.44,50.0,7,0
4080,32,Female,Data Analyst,2,2340.99,5,0,1,0.0,0.44,50.0,21,0
4081,40,Female,QA Engineer,9,2373.85,3,0,0,8.1,0.2,50.0,21,1
4082,29,Male,Security Analyst,1,2033.53,2,1,1,13.1,0.42,50.0,29,0
4083,48,Male,DevOps,13,2437.78,2,0,1,13.2,0.33,50.0,71,0
4084,22,Male,Security Analyst,0,2727.85,4,1,1,3.3,0.46,50.0,36,0
4085,45,Female,DevOps,6,3110.47,2,1,1,32.6,0.29,50.0,44,0
4086,33,Female,DevOps,4,2626.58,2,2,1,16.8,0.4,50.0,45,0
4087,41,Male,SysAdmin,8,2531.7,2,1,1,19.7,0.33,50.0,71,0
4088,35,Female,Product Manager,5,2316.44,3,0,1,12.4,0.32,50.0,28,0
4089,44,Male,Developer,8,2446.59,5,1,1,2.9,0.42,50.0,35,0
4090,31,Female,QA Engineer,5,2866.28,1,2,0,10.9,0.19,50.0,37,0
4091,26,Female,Developer,1,2371.87,1,0,0,9.0,0.25,50.0,62,0
4092,46,Female,DevOps,9,2605.37,2,2,1,15.5,0.39,50.0,66,0
4093,34,Male,Security Analyst,2,2980.72,2,3,1,7.3,0.35,50.0,49,0
4094,36,Female,Data Analyst,7,2710.19,5,1,1,8.0,0.32,50.0,64,0
4095,44,Female,SysAdmin,5,2760.21,4,3,1,0.0,0.41,50.0,43,1
4096,26,Male,Security Analyst,1,3117.95,2,3,0,11.4,0.15,50.0,36,0
4097,39,Female,Data Engineer,8,3083.53,1,2,1,3.8,0.38,50.0,63,0
4098,30,Male,Data Engineer,2,2742.12,2,1,1,8.9,0.25,50.0,49,0
4099,33,Male,Product Manager,4,2558.18,1,0,1,8.0,0.36,50.0,25,0
4100,35,Female,Data Analyst,3,2442.29,2,3,0,0.4,0.25,50.0,59,0
4101,22,Male,Data Engineer,0,2580.41,3,2,1,6.3,0.47,50.0,35,0
4102,28,Male,Data Engineer,2,2623.81,2,3,1,5.6,0.48,50.0,33,0
4103,45,Female,QA Engineer,12,2785.99,2,1,0,12.3,0.22,50.0,57,0
4104,42,Male,Security Analyst,11,2645.87,1,0,1,4.4,0.43,50.0,38,0
4105,34,Male,Security Analyst,5,2988.79,5,3,1,14.1,0.46,50.0,47,0
4106,36,Male,Product Manager,6,2699.68,3,2,1,13.7,0.36,50.0,53,0
4107,32,Male,QA Engineer,4,2546.97,3,1,0,6.5,0.24,50.0,24,1
4108,45,Female,QA Engineer,8,3521.33,5,2,1,8.8,0.39,50.0,47,0
4109,33,Male,DevOps,5,2909.81,3,2,1,11.6,0.38,50.0,66,0
4110,36,Female,Developer,7,2731.32,4,2,1,6.5,0.45,50.0,20,0
4111,44,Male,SysAdmin,8,2547.96,4,0,1,12.6,0.33,50.0,48,0
4112,28,Male,Product Manager,1,2643.88,2,3,1,16.3,0.39,50.0,23,0
4113,47,Female,QA Engineer,8,2714.49,4,1,1,18.3,0.31,50.0,60,0
4114,22,Female,SysAdmin,0,2999.76,5,4,1,17.4,0.36,50.0,60,0
4115,48,Male,SysAdmin,5,2701.04,5,1,1,11.0,0.4,50.0,32,0
4116,32,Female,Product Manager,3,2410.37,2,1,1,5.6,0.45,50.0,84,0
4117,33,Female,QA Engineer,4,3414.52,1,4,1,18.8,0.33,50.0,62,0
4118,22,Male,QA Engineer,0,2423.1,1,1,1,9.6,0.33,50.0,54,1
4119,31,Female,SysAdmin,3,2381.58,1,0,0,12.6,0.24,50.0,53,1
4120,26,Male,SysAdmin,1,2679.69,3,3,1,0.0,0.46,50.0,59,0
4121,30,Female,Security Analyst,4,2754.74,1,3,0,22.3,0.05,50.0,20,0
4122,33,Female,DevOps,6,2422.37,4,0,1,21.4,0.46,50.0,43,1
4123,42,Female,QA Engineer,8,2609.9,2,1,0,1.9,0.28,50.0,47,0
4124,36,Male,Data Analyst,3,2701.73,5,2,1,7.6,0.47,50.0,31,0
4125,37,Female,Product Manager,8,2851.71,5,2,1,6.3,0.4,50.0,49,1
4126,26,Female,DevOps,1,3220.67,2,2,0,0.0,0.33,50.0,64,0
4127,27,Male,Developer,1,2411.08,5,0,0,4.2,0.17,50.0,31,0
4128,49,Male,Data Analyst,6,2499.84,3,1,1,25.3,0.31,50.0,38,1
4129,29,Male,Developer,1,3175.45,2,3,0,12.5,0.2,50.0,23,0
4130,48,Male,Security Analyst,6,2260.47,5,0,0,19.7,0.08,50.0,4,0
4131,33,Male,SysAdmin,2,2929.97,5,1,1,9.7,0.37,50.0,55,0
4132,35,Male,Product Manager,7,2533.05,1,3,0,0.0,0.25,50.0,39,1
4133,43,Male,Data Analyst,8,2800.28,1,1,0,8.1,0.12,50.0,40,0
4134,45,Male,Developer,11,2260.64,3,0,1,9.4,0.41,50.0,20,1
4135,34,Male,Developer,6,2404.31,2,1,1,7.3,0.38,50.0,36,0
4136,31,Male,Developer,4,2678.85,2,1,0,0.0,0.25,50.0,61,0
4137,34,Female,QA Engineer,6,3232.81,3,4,0,16.1,0.2,50.0,40,0
4138,37,Female,Developer,8,2888.75,2,2,1,3.3,0.46,50.0,40,0
4139,42,Male,Security Analyst,7,2762.6,3,3,1,7.0,0.37,50.0,44,0
4140,35,Female,Data Analyst,7,3072.95,4,3,1,15.3,0.34,50.0,15,1
4141,39,Female,DevOps,8,2583.31,4,2,0,3.5,0.2,50.0,52,0
4142,48,Male,Data Analyst,5,2549.39,5,1,0,10.0,0.16,50.0,14,0
4143,38,Male,DevOps,7,2484.62,1,1,1,12.7,0.36,50.0,21,0
4144,37,Male,Security Analyst,7,2720.0,2,2,1,24.0,0.28,50.0,19,1
4145,22,Male,Data Engineer,0,2941.7,4,4,1,8.6,0.36,50.0,36,0
4146,22,Male,SysAdmin,0,2635.89,5,1,1,15.4,0.29,50.0,32,0
4147,38,Female,SysAdmin,6,2479.39,3,2,1,7.3,0.42,50.0,39,0
4148,34,Male,Product Manager,2,3017.89,2,3,1,21.0,0.29,50.0,21,1
4149,30,Female,DevOps,2,2349.43,5,0,1,0.0,0.41,50.0,60,0
4150,36,Male,Data Analyst,3,2239.11,5,0,1,0.0,0.41,50.0,56,0
4151,34,Female,QA Engineer,4,2956.45,3,2,1,10.9,0.39,50.0,36,0
4152,44,Female,Data Analyst,11,2972.14,1,1,0,6.1,0.15,50.0,30,0
4153,35,Male,SysAdmin,3,2561.24,4,0,1,14.5,0.45,50.0,28,0
4154,29,Male,Developer,2,2647.91,3,1,0,15.5,0.18,50.0,33,0
4155,42,Male,Data Analyst,5,2672.24,5,2,0,0.0,0.23,50.0,11,0
4156,33,Female,Security Analyst,2,2483.71,1,2,0,17.4,0.08,50.0,20,0
4157,39,Female,Data Analyst,6,2865.35,5,2,0,12.0,0.22,50.0,57,1
4158,31,Female,Data Engineer,2,2587.17,2,3,1,23.4,0.28,50.0,46,0
4159,29,Female,Security Analyst,3,2542.68,2,0,0,6.5,0.14,50.0,72,0
4160,35,Female,Security Analyst,2,2554.0,1,3,0,15.2,0.12,50.0,34,0
4161,35,Female,SysAdmin,3,2640.57,5,1,1,14.3,0.32,50.0,32,0
4162,38,Female,Developer,6,3007.34,4,2,0,20.4,0.14,50.0,31,0
4163,32,Female,Security Analyst,4,2672.92,2,1,0,0.0,0.23,50.0,33,0
4164,22,Male,Product Manager,0,2821.44,4,1,0,0.0,0.29,50.0,26,0
4165,31,Male,Data Engineer,3,3044.41,4,2,1,17.3,0.33,50.0,45,0
4166,41,Male,QA Engineer,10,2907.91,4,3,1,20.0,0.34,50.0,40,0
4167,32,Female,Developer,4,2970.81,1,1,1,14.9,0.3,50.0,29,0
4168,33,Female,QA Engineer,2,2543.65,5,1,0,1.2,0.23,50.0,65,1
4169,42,Male,SysAdmin,8,2253.99,1,0,0,7.8,0.19,50.0,77,0
4170,29,Female,Product Manager,3,2252.26,3,0,0,17.2,0.15,50.0,63,0
4171,22,Female,Developer,0,2940.68,2,2,1,8.0,0.38,50.0,51,0
4172,33,Female,SysAdmin,5,2551.15,4,1,1,9.0,0.36,50.0,55,0
4173,31,Female,Security Analyst,5,2513.08,5,1,1,20.0,0.3,50.0,77,0
4174,27,Male,Security Analyst,2,2898.06,4,2,1,14.1,0.31,50.0,55,0
4175,33,Male,DevOps,5,2587.98,1,3,0,10.6,0.2,50.0,28,1
4176,38,Female,SysAdmin,7,3724.98,5,5,0,12.7,0.16,50.0,47,0
4177,34,Female,Product Manager,5,2666.34,3,3,1,15.0,0.26,50.0,52,1
4178,37,Male,Developer,7,2573.06,1,0,1,9.4,0.4,50.0,20,0
4179,49,Male,Developer,14,2708.56,5,1,1,13.9,0.32,50.0,34,0
4180,32,Male,QA Engineer,4,2721.17,2,2,1,3.9,0.39,50.0,62,0
4181,37,Female,Data Engineer,4,2821.97,1,1,1,15.9,0.52,50.0,3,0
4182,30,Female,Product Manager,2,3064.66,5,3,0,7.2,0.23,50.0,14,0
4183,28,Female,Data Analyst,3,2728.07,5,2,0,4.3,0.2,50.0,36,0
4184,30,Female,DevOps,1,2725.26,3,1,1,18.4,0.34,50.0,47,0
4185,31,Female,Security Analyst,4,2459.47,5,3,1,12.5,0.36,50.0,12,1
4186,37,Female,DevOps,8,2519.61,5,1,1,11.7,0.53,50.0,37,0
4187,53,Male,QA Engineer,14,3010.52,4,3,0,13.2,0.19,50.0,63,0
4188,29,Male,Security Analyst,4,2317.81,3,0,0,0.0,0.28,50.0,41,0
4189,31,Female,DevOps,4,2733.52,1,2,1,15.2,0.28,50.0,58,1
4190,34,Male,Data Analyst,2,2562.89,3,1,1,9.0,0.39,50.0,28,1
4191,38,Female,Data Analyst,8,2558.21,3,3,1,21.0,0.27,50.0,23,1
4192,37,Male,Data Analyst,4,2932.12,2,2,1,27.4,0.34,50.0,56,0
4193,45,Male,Security Analyst,8,2625.83,5,1,1,12.4,0.44,50.0,47,0
4194,22,Male,Data Analyst,0,2814.42,4,4,1,13.1,0.32,50.0,16,0
4195,22,Male,SysAdmin,0,3269.61,5,3,0,11.3,0.13,50.0,23,1
4196,31,Female,Developer,3,2937.85,1,3,1,0.0,0.4,50.0,71,0
4197,43,Female,Data Engineer,7,2797.89,2,2,0,0.0,0.35,50.0,21,0
4198,22,Female,Data Engineer,0,2580.78,5,1,0,1.2,0.21,50.0,58,0
4199,22,Male,DevOps,0,2981.19,3,1,1,14.6,0.35,50.0,30,0
4200,39,Male,Data Engineer,5,2636.49,5,0,0,20.7,0.15,50.0,39,0
4201,36,Female,Developer,3,2459.55,5,1,1,13.4,0.26,50.0,45,0
4202,26,Female,QA Engineer,1,2634.64,3,4,0,1.5,0.28,50.0,0,0
4203,27,Male,SysAdmin,2,2735.86,1,1,1,0.0,0.47,50.0,10,0
4204,27,Male,SysAdmin,2,2724.66,5,2,0,6.7,0.15,50.0,41,0
4205,35,Male,Data Analyst,2,2378.81,4,0,0,7.1,0.17,50.0,25,0
4206,29,Male,QA Engineer,3,3170.18,1,5,0,15.4,0.12,50.0,59,0
4207,38,Female,Security Analyst,6,2389.82,3,2,1,17.6,0.37,50.0,7,0
4208,22,Male,Data Analyst,0,2477.37,5,0,1,11.2,0.44,50.0,51,0
4209,28,Female,QA Engineer,1,3000.12,4,4,1,1.9,0.43,50.0,12,0
4210,25,Female,SysAdmin,1,3260.72,2,6,0,10.4,0.23,50.0,32,0
4211,32,Male,Data Analyst,2,2613.29,3,1,1,0.0,0.41,50.0,18,1
4212,30,Male,Data Analyst,2,2911.93,4,1,0,8.1,0.2,50.0,78,0
4213,41,Female,Security Analyst,7,2532.48,1,1,1,18.3,0.32,50.0,13,0
4214,22,Male,Data Engineer,0,3000.36,4,2,1,9.0,0.39,50.0,37,1
4215,35,Male,QA Engineer,6,2482.47,4,0,1,19.2,0.28,50.0,5,0
4216,39,Male,Data Engineer,7,2867.91,4,1,1,7.2,0.32,50.0,71,0
4217,49,Male,Developer,11,3074.33,2,4,1,13.5,0.39,51.5,48,0
4218,31,Female,QA Engineer,3,2575.56,2,2,0,0.0,0.24,50.0,42,1
4219,37,Female,Developer,8,3325.92,1,3,1,12.9,0.35,50.0,69,0
4220,22,Male,Data Analyst,0,2953.43,4,2,1,9.6,0.38,50.0,42,0
4221,22,Female,Data Analyst,0,2736.45,3,0,1,7.1,0.46,50.0,44,0
4222,41,Female,DevOps,5,2720.51,5,1,1,18.5,0.23,50.0,42,0
4223,34,Male,Security Analyst,5,2762.86,1,2,1,13.5,0.5,50.0,51,0
4224,44,Male,Data Analyst,9,2798.17,1,1,1,7.2,0.36,50.0,30,0
4225,24,Male,SysAdmin,0,2567.66,4,0,1,19.1,0.31,50.0,35,0
4226,39,Female,SysAdmin,9,2344.05,5,0,0,24.8,0.16,50.0,56,0
4227,49,Female,Developer,13,2544.14,4,0,0,2.2,0.3,50.0,45,0
4228,38,Female,QA Engineer,7,2381.5,5,0,0,7.7,0.12,50.0,37,0
4229,37,Female,QA Engineer,3,2343.63,4,1,1,11.3,0.34,50.0,11,0
4230,35,Female,Data Engineer,4,2587.93,3,1,1,29.2,0.29,50.0,69,0
4231,22,Female,QA Engineer,0,2329.28,2,0,0,4.9,0.17,50.0,26,0
4232,45,Female,Developer,12,3320.51,1,3,0,8.8,0.22,50.0,59,0
4233,30,Male,QA Engineer,2,2239.15,4,0,1,18.8,0.33,50.0,43,0
4234,39,Male,Developer,4,2512.95,2,1,0,20.1,0.04,50.0,14,1
4235,22,Male,DevOps,0,2636.07,4,2,0,2.5,0.29,50.0,65,0
4236,25,Female,Product Manager,1,2756.55,1,1,1,11.2,0.42,50.0,45,0
4237,46,Female,DevOps,11,2650.58,2,1,1,8.0,0.41,50.0,66,1
4238,32,Male,Data Engineer,5,2981.59,5,1,1,0.0,0.54,50.0,36,0
4239,46,Male,Developer,8,3201.75,2,3,0,4.0,0.25,50.0,54,0
4240,34,Female,SysAdmin,2,2471.12,4,0,0,15.1,0.11,50.0,4,1
4241,22,Female,DevOps,0,2533.32,1,2,0,5.7,0.15,50.0,29,0
4242,42,Female,Product Manager,4,2675.02,3,1,1,17.1,0.23,50.0,14,0
4243,30,Female,Product Manager,4,2646.8,1,1,0,13.4,0.12,50.0,32,0
4244,40,Female,Security Analyst,8,2451.55,2,2,1,11.3,0.4,50.0,49,0
4245,35,Male,DevOps,7,2559.71,1,1,1,7.5,0.39,50.0,27,0
4246,22,Female,Security Analyst,0,2640.01,1,1,1,11.2,0.36,50.0,57,0
4247,36,Male,DevOps,3,2908.73,3,3,0,18.3,0.15,50.0,22,0
4248,52,Male,SysAdmin,11,2254.42,2,0,0,0.0,0.26,50.0,57,1
4249,38,Female,Data Analyst,6,2597.59,1,1,1,1.8,0.49,50.0,66,0
4250,34,Male,DevOps,3,2726.59,4,2,1,19.1,0.37,50.0,60,0
4251,43,Female,SysAdmin,12,2997.66,1,3,0,0.0,0.24,50.0,33,0
4252,36,Female,Product Manager,7,2568.0,1,2,1,2.2,0.42,50.0,0,0
4253,36,Female,SysAdmin,6,2834.36,2,1,1,13.7,0.41,50.0,51,0
4254,26,Female,Data Engineer,1,2699.32,1,1,1,11.8,0.39,50.0,37,0
4255,36,Female,Security Analyst,6,2335.46,5,1,1,4.9,0.39,50.0,20,0
4256,43,Female,Security Analyst,10,2653.99,5,1,0,16.0,0.08,50.0,28,0
4257,28,Male,QA Engineer,2,2758.45,2,2,1,0.0,0.53,50.0,68,0
4258,46,Female,Developer,13,2433.01,2,0,1,29.0,0.33,50.0,17,1
4259,34,Female,Security Analyst,3,2606.16,1,3,1,14.8,0.33,50.0,49,0
4260,27,Male,Developer,1,2686.45,2,2,1,9.6,0.4,50.0,44,0
4261,42,Female,Data Engineer,4,2323.02,3,0,0,18.8,0.18,50.0,32,1
4262,32,Female,QA Engineer,5,2810.21,4,3,0,16.9,0.21,50.0,52,0
4263,41,Male,QA Engineer,8,2631.48,5,0,1,17.7,0.34,50.0,72,0
4264,32,Female,QA Engineer,3,2465.5,4,1,1,8.4,0.32,50.0,34,0
4265,34,Male,SysAdmin,3,3488.47,1,4,1,0.0,0.49,50.0,35,0
4266,38,Female,QA Engineer,3,3095.43,5,1,0,17.6,0.09,50.0,52,0
4267,37,Male,DevOps,4,2821.96,2,2,1,16.2,0.33,50.0,58,0
4268,22,Female,Data Engineer,0,2343.13,4,1,1,16.0,0.35,50.0,37,0
4269,26,Female,Developer,1,2493.05,4,2,0,4.8,0.23,50.0,33,0
4270,42,Male,QA Engineer,6,2694.88,3,1,0,16.9,0.15,50.0,0,0
4271,33,Male,SysAdmin,6,2853.75,4,3,0,7.0,0.31,50.0,24,0
4272,30,Female,SysAdmin,3,2904.77,1,4,0,19.1,0.14,50.0,17,1
4273,24,Male,Data Engineer,0,2602.54,5,1,0,9.2,0.15,50.0,53,0
4274,26,Female,DevOps,0,2340.21,3,1,1,1.2,0.3,50.0,35,1
4275,22,Female,Developer,0,3226.65,2,2,0,3.3,0.22,50.0,34,1
4276,34,Female,DevOps,4,2565.07,3,0,0,5.7,0.22,50.0,39,1
4277,30,Female,Security Analyst,2,3377.48,5,4,0,19.0,0.23,50.0,22,0
4278,27,Female,Security Analyst,1,2942.56,1,2,0,9.6,0.08,50.0,71,1
4279,34,Female,Developer,6,2902.34,5,2,0,7.1,0.28,50.0,65,0
4280,37,Female,Security Analyst,8,2422.12,3,1,0,28.6,0.12,50.0,72,0
4281,51,Female,Data Engineer,6,2073.58,1,1,1,8.4,0.45,50.0,53,0
4282,22,Female,Data Analyst,0,2808.43,5,1,1,2.8,0.45,50.0,39,0
4283,44,Female,Data Engineer,12,2674.43,5,1,0,26.1,0.02,52.8,72,1
4284,42,Male,DevOps,4,3341.45,4,3,1,4.9,0.34,50.0,26,0
4285,28,Male,Data Engineer,2,2664.18,2,2,1,2.0,0.4,50.0,22,0
4286,36,Female,DevOps,8,2580.29,1,0,0,18.4,0.22,55.0,27,0
4287,31,Male,SysAdmin,5,2532.98,3,1,1,4.4,0.43,50.0,50,0
4288,36,Male,SysAdmin,5,2866.96,2,1,0,8.1,0.2,50.0,24,0
4289,47,Male,Developer,6,1966.57,4,0,1,11.3,0.4,50.0,36,0
4290,39,Female,QA Engineer,4,3279.38,3,5,0,7.9,0.24,50.0,7,0
4291,39,Female,Security Analyst,9,2720.53,2,2,1,8.4,0.4,54.0,49,0
4292,31,Female,Data Analyst,5,2465.07,1,0,1,14.2,0.35,50.0,9,0
4293,23,Male,Data Engineer,0,2911.33,1,1,1,9.0,0.37,50.0,21,0
4294,33,Male,DevOps,5,2535.73,4,2,1,4.0,0.4,50.0,64,0
4295,44,Female,DevOps,10,2382.15,3,1,1,8.8,0.37,50.0,63,1
4296,22,Female,Product Manager,0,2976.54,2,1,0,18.2,0.19,50.0,47,0
4297,26,Female,Developer,2,2529.75,4,1,0,6.8,0.26,50.0,45,0
4298,36,Male,Product Manager,6,2493.77,5,1,1,16.8,0.39,50.0,29,0
4299,27,Male,Data Engineer,2,2496.97,3,1,1,11.5,0.31,50.0,24,0
4300,28,Female,SysAdmin,1,2423.09,4,2,1,6.9,0.39,50.0,32,0
4301,31,Male,SysAdmin,4,3061.89,3,2,0,5.3,0.16,50.0,9,0
4302,24,Female,DevOps,0,2738.7,5,0,0,10.2,0.18,50.0,45,0
4303,27,Female,QA Engineer,1,2253.89,5,1,0,20.2,0.15,50.0,40,1
4304,40,Female,SysAdmin,9,2831.72,2,3,1,8.5,0.42,50.0,21,0
4305,24,Male,Data Analyst,0,2436.66,4,2,1,2.8,0.37,50.0,71,0
4306,22,Male,Product Manager,0,2761.61,1,1,0,4.7,0.3,50.0,52,0
4307,29,Female,Product Manager,1,2870.0,4,2,1,15.5,0.29,50.0,53,1
4308,40,Female,QA Engineer,8,2551.15,1,2,1,5.3,0.42,50.0,30,0
4309,33,Male,Product Manager,3,3261.6,1,6,0,20.3,0.18,50.0,39,0
4310,31,Male,Developer,5,3020.85,4,2,1,17.5,0.37,50.0,52,0
4311,35,Male,DevOps,3,2422.24,2,0,1,4.3,0.43,50.0,43,0
4312,22,Male,Data Analyst,0,2325.72,1,0,0,9.3,0.2,50.0,72,1
4313,38,Male,Data Analyst,8,3244.04,2,4,1,18.3,0.3,50.0,35,0
4314,38,Male,Developer,5,2465.89,2,0,1,7.2,0.46,50.0,29,0
4315,31,Male,Data Engineer,5,2857.51,5,1,1,10.1,0.37,50.0,52,0
4316,43,Female,Data Analyst,11,3091.83,2,3,1,16.7,0.27,50.0,14,0
4317,25,Female,QA Engineer,0,2580.61,3,0,1,20.6,0.3,50.0,58,0
4318,44,Female,DevOps,4,2423.68,5,1,0,14.6,0.16,50.0,13,0
4319,36,Female,Security Analyst,4,3016.82,4,2,0,11.0,0.19,50.0,52,1
4320,32,Female,Product Manager,3,2901.52,5,3,0,7.4,0.23,50.0,27,1
4321,34,Male,SysAdmin,6,2465.74,1,0,1,1.1,0.48,50.0,49,0
4322,34,Female,Security Analyst,7,2449.6,3,2,1,7.8,0.34,50.0,58,0
4323,44,Male,Data Analyst,5,2464.5,1,1,1,7.9,0.38,50.0,43,0
4324,26,Female,Security Analyst,1,2266.12,4,0,0,14.9,0.12,50.0,16,0
4325,28,Male,DevOps,2,2702.32,4,1,0,8.8,0.21,50.0,22,0
4326,43,Male,QA Engineer,4,2781.01,1,1,1,10.2,0.36,50.0,25,0
4327,30,Female,Security Analyst,2,2695.44,1,2,1,19.7,0.36,50.0,2,0
4328,42,Male,Data Engineer,6,2778.89,4,2,0,10.4,0.15,50.0,62,1
4329,48,Male,DevOps,10,2886.73,3,3,1,6.2,0.43,50.0,42,0
4330,31,Female,Data Engineer,4,3253.3,5,3,0,1.7,0.21,50.0,17,0
4331,40,Male,Product Manager,8,2435.19,4,3,0,6.9,0.27,50.0,69,0
4332,25,Female,Developer,0,2682.65,5,3,1,3.4,0.43,50.0,25,0
4333,41,Female,DevOps,9,2541.7,3,1,1,5.9,0.33,50.0,45,0
4334,36,Female,QA Engineer,6,2963.59,4,3,0,29.8,0.08,50.0,23,1
4335,38,Male,Security Analyst,8,2500.86,5,1,1,8.1,0.34,50.0,0,1
4336,29,Male,Data Analyst,2,2423.92,2,2,1,12.4,0.43,50.0,12,0
4337,22,Female,SysAdmin,0,3032.41,5,3,0,23.8,0.1,50.0,31,0
4338,39,Female,Developer,9,3238.35,4,3,1,3.1,0.43,50.0,57,0
4339,22,Male,Developer,0,2436.46,4,2,1,12.8,0.29,50.0,46,0
4340,32,Male,Developer,3,2679.02,1,1,1,17.8,0.34,50.0,42,0
4341,42,Male,Data Analyst,11,2976.49,4,2,1,12.4,0.29,50.0,0,0
4342,36,Female,DevOps,6,2841.3,4,2,1,6.9,0.43,50.0,65,0
4343,50,Female,SysAdmin,15,3025.39,5,2,0,13.8,0.16,52.5,44,0
4344,43,Female,Security Analyst,10,2525.06,2,1,1,3.8,0.43,50.0,37,0
4345,29,Female,Data Analyst,3,2273.55,2,0,0,8.6,0.21,50.0,62,1
4346,35,Male,QA Engineer,3,2861.81,5,1,1,0.0,0.48,50.0,64,0
4347,34,Female,Data Engineer,3,2825.43,1,2,1,14.1,0.41,50.0,63,1
4348,22,Female,DevOps,0,2788.58,3,2,1,18.6,0.33,50.0,35,0
4349,27,Male,Data Analyst,1,2498.42,1,0,1,15.6,0.34,50.0,19,0
4350,30,Male,QA Engineer,1,2608.97,4,3,0,14.4,0.22,50.0,59,0
4351,22,Male,QA Engineer,0,2470.71,4,1,0,9.8,0.24,50.0,12,0
4352,35,Female,Product Manager,6,2636.15,4,1,0,6.3,0.24,50.0,78,0
4353,33,Female,Security Analyst,3,3545.76,3,5,1,0.2,0.46,50.0,40,1
4354,22,Female,QA Engineer,0,2385.17,4,1,1,3.9,0.5,50.0,18,0
4355,38,Female,Security Analyst,6,2605.34,2,2,1,4.8,0.39,50.0,15,1
4356,40,Female,QA Engineer,3,2717.14,3,1,0,12.9,0.22,50.0,14,0
4357,36,Female,SysAdmin,7,2268.76,4,2,1,18.2,0.3,50.0,42,0
4358,32,Female,SysAdmin,3,2560.13,5,1,1,11.4,0.33,50.0,39,1
4359,39,Female,Data Analyst,9,2654.97,3,3,0,9.2,0.31,50.0,15,0
4360,40,Female,Product Manager,9,2880.32,2,0,1,22.6,0.37,50.0,32,1
4361,37,Female,Data Engineer,6,2608.44,3,0,1,13.6,0.36,50.0,12,1
4362,28,Female,Product Manager,1,2564.91,1,2,1,0.3,0.35,50.0,51,0
4363,37,Female,Product Manager,6,2765.84,2,2,1,9.5,0.31,50.0,38,0
4364,44,Male,Security Analyst,8,2856.08,5,4,1,6.9,0.44,50.0,32,0
4365,30,Female,Data Engineer,2,2692.1,5,3,0,0.0,0.29,50.0,14,0
4366,51,Male,QA Engineer,15,2643.24,3,3,0,17.9,0.15,50.0,33,0
4367,30,Male,DevOps,3,2459.5,1,1,1,11.3,0.41,50.0,31,0
4368,35,Female,Data Engineer,6,2678.32,2,1,0,22.7,0.0,50.0,46,1
4369,29,Female,QA Engineer,1,2988.92,1,2,1,18.0,0.34,50.0,43,0
4370,36,Female,Data Engineer,3,2686.12,4,3,0,5.9,0.27,50.0,55,0
4371,22,Female,Security Analyst,0,2862.77,2,4,1,13.5,0.36,50.0,30,0
4372,30,Male,Data Engineer,3,3050.71,1,1,0,13.2,0.22,50.0,2,0
4373,26,Female,Data Analyst,1,2476.7,2,0,1,9.5,0.49,50.0,59,0
4374,36,Male,Security Analyst,5,2689.71,2,2,1,0.0,0.43,50.0,21,0
4375,42,Female,Data Analyst,5,2283.51,4,0,0,15.8,0.19,50.0,17,0
4376,40,Male,Developer,8,2618.18,5,2,1,0.0,0.43,50.0,39,0
4377,22,Male,SysAdmin,0,2759.55,3,2,0,0.5,0.24,50.0,46,0
4378,51,Female,Security Analyst,12,2979.7,3,2,1,12.2,0.41,50.0,29,0
4379,37,Male,SysAdmin,6,2526.35,4,2,1,2.8,0.43,50.0,29,0
4380,28,Male,Data Analyst,3,2551.39,3,1,1,4.8,0.53,50.0,32,0
4381,36,Female,Developer,5,2957.39,4,1,0,11.1,0.12,50.0,68,0
4382,36,Female,Developer,3,2143.28,3,0,0,15.3,0.17,50.0,39,0
4383,29,Male,DevOps,3,3002.96,1,2,1,7.9,0.41,50.0,20,1
4384,36,Female,QA Engineer,3,3169.69,2,2,1,21.5,0.4,50.0,20,0
4385,30,Male,Product Manager,2,2758.19,1,2,0,3.0,0.24,50.0,34,0
