tenure_months,salary_usd,avg_weekly_hours,trainings_completed,tickets_per_month,job_satisfaction,left_company
43,44600,42.6,4,37,2,0
27,44800,43.4,2,31,4,0
12,36300,48.1,6,26,5,0
47,42800,42.1,3,39,3,0
50,43200,37.1,4,47,2,0
29,44500,46.0,4,46,3,0
33,42800,41.6,2,36,4,0
31,45400,41.8,1,36,3,0
23,42500,45.1,3,39,4,1
46,48300,39.6,3,44,1,1
35,46600,42.6,3,39,4,0
21,41500,43.1,5,52,3,1
33,41500,48.9,3,35,4,0
27,40900,42.4,3,36,4,0
29,40300,43.9,4,40,4,0
46,41400,41.0,4,43,3,0
64,50400,30.3,0,44,1,0
42,42200,41.1,3,44,3,1
30,42800,44.6,4,42,3,0
70,48300,37.9,1,52,1,0
31,44800,45.1,2,53,3,0
41,47300,44.5,4,37,3,0
35,41700,35.0,2,35,3,0
30,43700,44.7,3,39,4,0
47,51900,37.8,2,39,3,0
29,40700,42.9,5,45,3,0
12,42400,42.1,2,26,4,0
46,45300,39.6,3,31,4,0
39,46600,35.4,2,37,3,0
42,49100,40.5,1,42,3,0
32,44400,45.1,4,38,4,0
31,42600,43.6,3,43,1,1
31,44400,46.0,3,42,3,0
13,39900,42.6,4,37,5,0
19,45500,49.4,3,31,5,0
35,44600,40.8,2,28,4,0
46,47800,42.3,4,41,1,0
34,45900,49.0,3,33,3,0
38,50200,43.5,2,36,4,0
27,45700,45.5,4,39,4,0
26,43000,42.7,4,41,3,1
45,42600,45.0,4,40,1,1
48,47400,38.3,1,46,3,0
34,45400,35.0,3,35,3,0
31,47200,46.2,2,48,3,0
26,43200,44.7,3,38,4,0
49,51200,42.6,2,47,2,0
45,46200,42.4,2,41,1,1
27,43300,43.3,4,36,4,0
40,43500,43.4,3,29,3,0
29,44900,49.0,3,39,4,0
12,45100,39.1,4,29,4,0
30,46800,45.9,1,46,4,0
31,41600,48.3,2,38,4,0
30,43900,48.5,4,42,2,0
27,41300,41.9,1,43,5,0
50,48500,44.7,3,41,3,0
30,43400,47.2,6,36,3,0
60,52000,38.7,0,38,3,0
37,44100,40.5,3,44,2,0
51,47200,38.6,1,44,1,0
36,42300,42.2,3,33,4,0
34,42700,41.5,2,39,2,0
26,41600,48.9,4,34,3,0
26,41300,42.7,5,30,5,0
3,39300,42.8,5,29,5,0
44,49500,40.1,5,44,2,0
40,40300,47.6,6,42,3,0
59,46700,45.5,2,54,1,1
41,45800,41.3,3,41,3,0
41,45200,36.5,4,42,2,0
40,41800,40.7,3,30,2,0
33,41500,47.6,4,37,4,0
41,47000,39.9,1,45,2,0
30,46500,47.2,4,41,4,0
20,43200,42.8,3,38,5,0
50,47200,41.1,0,48,1,1
32,43300,38.6,3,33,5,0
36,50500,40.6,3,44,3,0
39,46900,43.8,2,51,2,1
50,49100,37.0,2,42,2,0
37,47200,44.1,0,36,3,0
40,52000,45.1,4,40,2,1
41,41900,39.1,3,49,3,0
38,41800,47.0,3,42,3,0
36,47600,43.1,3,39,3,0
48,48600,45.3,4,44,1,0
40,45500,40.4,2,45,2,0
35,45700,34.3,3,44,3,0
49,46600,36.5,2,38,2,0
49,48300,37.6,2,38,2,1
42,44500,44.0,2,42,2,0
35,45000,43.8,3,47,2,1
21,39800,38.7,5,23,5,0
36,47200,45.2,3,29,3,0
54,47600,43.5,1,48,2,0
24,49200,43.9,3,32,4,0
26,43000,45.9,5,36,4,0
52,48300,44.7,3,42,2,0
35,44300,42.8,2,39,3,0
30,46900,47.2,5,32,3,0
29,45100,40.2,2,36,3,0
40,43600,41.7,3,47,4,0
51,43300,35.9,1,46,3,1
29,41000,40.8,5,42,4,0
38,43500,45.9,3,31,3,0
46,42900,35.6,2,49,1,1
50,50500,44.2,3,40,2,1
40,46900,41.6,3,45,3,0
30,45500,46.3,3,52,2,0
43,44200,36.7,5,40,3,0
37,44400,45.1,4,43,5,0
35,42400,40.3,4,43,3,0
27,45700,43.3,4,35,4,0
30,46600,44.9,3,37,2,0
42,42700,41.0,2,45,2,0
30,51200,43.3,0,43,4,0
41,47900,47.3,4,38,3,0
33,47500,47.1,4,32,2,0
32,43300,50.5,4,43,4,0
39,43200,35.4,2,45,4,0
46,42200,45.9,2,33,4,0
30,43600,44.0,3,44,4,0
35,44200,46.0,3,34,3,0
53,49400,41.9,2,50,1,1
7,41000,47.3,6,29,5,1
25,45800,42.2,4,37,4,0
38,51800,40.9,2,38,1,1
41,40300,37.4,3,39,3,0
45,49000,40.3,2,52,1,1
13,41600,44.7,3,37,5,0
43,48100,39.9,1,45,4,0
29,43000,44.7,2,38,4,0
50,50600,44.6,2,35,3,0
42,46600,39.6,1,48,3,0
26,44500,48.3,5,34,4,0
32,45300,47.4,4,34,3,0
19,40400,42.2,4,35,4,0
47,48300,43.1,1,46,2,0
50,45100,40.3,2,27,2,0
29,45500,50.9,3,36,3,0
34,47500,40.6,4,39,2,0
52,45300,41.1,3,50,3,0
33,41000,47.2,5,32,5,0
31,48400,36.9,1,46,3,1
48,42000,42.6,4,43,3,0
34,44600,48.4,3,39,3,0
48,45400,43.0,3,34,1,1
57,50300,37.0,2,48,2,1
53,45100,37.4,1,53,1,0
44,43700,43.1,4,46,2,0
43,48800,47.8,3,41,2,1
41,47900,39.6,2,49,2,0
22,40000,45.0,5,30,4,0
24,44100,36.6,5,36,3,0
29,42100,44.0,4,35,5,0
42,48300,47.6,5,29,2,0
46,49300,44.0,2,43,2,0
42,49400,39.8,3,50,1,1
45,41200,49.1,6,37,3,0
15,43800,43.6,4,31,4,0
40,44400,39.5,3,31,2,0
41,45800,39.6,2,37,2,0
20,41000,47.6,5,40,3,0
49,47900,40.4,3,46,1,0
42,43700,42.8,2,41,4,0
45,50300,39.5,1,46,2,0
23,40100,46.4,4,35,5,0
37,42000,43.8,2,37,4,0
52,50100,35.1,1,47,1,0
38,46200,45.3,1,46,2,0
35,46600,42.7,3,32,3,0
37,47900,47.8,3,40,3,0
42,43600,45.7,5,42,1,0
60,50200,39.4,2,44,2,0
40,46700,43.1,2,38,4,0
38,45400,42.0,5,34,4,0
44,48300,37.1,1,46,3,1
49,49300,41.4,2,41,3,0
41,41800,43.5,4,40,2,0
38,43800,38.0,2,39,3,0
16,42400,46.6,3,37,3,0
46,45700,42.1,2,45,4,0
51,45800,46.9,3,46,2,0
30,41400,50.6,6,32,5,0
33,45800,39.7,3,50,3,0
42,45100,41.2,4,47,2,0
45,46300,44.6,4,42,2,0
52,49800,41.7,1,44,2,0
56,45300,43.9,1,43,2,1
47,48000,35.7,2,36,2,0
2,45300,47.6,6,41,5,0
37,47500,39.0,1,41,3,0
41,45700,38.3,1,43,2,1
26,44900,47.1,3,35,4,0
57,50200,41.1,2,50,1,1
52,48300,38.6,3,53,2,1
33,41900,49.3,4,38,3,0
22,39800,43.6,4,42,3,0
21,41900,48.1,2,38,4,0
46,47400,34.4,3,50,1,0
44,47900,37.0,2,37,3,0
57,51800,41.1,1,42,2,0
40,41300,44.6,3,45,3,0
34,44400,43.7,4,40,4,0
41,45500,40.2,2,40,3,0
65,47700,43.2,1,47,2,0
51,47700,41.2,2,41,1,0
34,47000,38.9,1,41,3,0
57,44300,41.0,0,52,2,1
31,49500,38.5,2,40,3,0
27,44200,42.3,4,29,4,0
23,45300,42.9,4,41,3,0
30,40000,48.0,5,39,4,0
41,49400,39.5,0,40,3,0
33,45900,44.4,6,32,3,0
34,43500,41.7,5,39,4,0
56,51400,33.2,1,40,1,1
37,49400,43.0,3,40,4,0
50,45400,39.7,2,42,2,0
19,41900,42.4,5,47,3,0
42,43200,39.5,5,40,4,0
32,40700,41.3,4,48,4,0
35,41100,45.6,3,37,3,0
42,43700,43.8,2,35,3,1
42,46200,42.9,2,42,2,0
29,36800,40.8,5,35,4,0
44,44600,40.0,1,35,2,1
30,45300,40.3,6,32,4,0
27,43000,48.6,6,35,3,0
42,47400,43.9,5,43,3,0
22,41200,42.6,4,36,3,1
45,47900,40.9,3,41,2,0
35,44300,37.9,3,36,4,0
18,40200,44.0,4,32,4,0
13,45300,45.5,4,48,5,0
35,44200,42.2,4,36,2,0
26,45200,40.8,4,31,3,0
53,44200,43.5,4,53,2,1
39,46000,39.0,1,38,2,0
20,39000,41.1,5,31,3,0
35,41600,44.5,1,36,4,0
2,37200,42.7,5,34,5,0
24,42400,43.9,4,39,4,1
39,46000,43.1,2,32,4,0
27,41500,52.3,5,34,5,0
31,46700,43.8,3,44,4,0
45,44300,36.5,3,44,3,0
44,45000,46.5,3,37,3,0
33,45100,49.9,4,33,3,1
27,39900,48.5,3,42,5,0
30,41100,43.2,5,41,4,0
21,41700,45.7,3,45,3,0
35,46700,47.9,3,42,3,0
34,41500,45.1,4,41,5,0
38,43000,38.4,1,39,2,1
20,42400,39.5,3,33,5,0
12,40700,44.6,3,35,3,0
22,41700,48.8,3,33,4,0
41,44600,41.6,1,41,1,1
16,41100,45.9,2,26,5,0
34,43600,42.5,2,39,4,0
54,45500,36.8,4,39,2,0
51,47000,33.6,0,36,1,0
19,43500,39.6,4,36,4,0
46,49700,38.2,2,44,1,1
27,43200,42.1,3,39,5,0
36,40600,40.2,2,33,4,0
32,45500,37.7,3,27,3,0
45,45600,39.5,1,43,3,0
33,44400,43.4,1,35,4,0
31,44800,41.1,2,28,2,0
40,44200,41.1,2,39,4,0
23,43800,48.2,3,36,3,0
14,39800,45.4,7,39,5,0
55,46400,39.1,2,52,2,1
29,42400,45.3,3,38,3,0
33,43100,47.4,4,40,3,0
70,49000,40.2,1,44,1,1
31,40200,45.4,4,37,3,0
23,48600,47.3,4,42,4,0
58,49500,38.8,4,55,1,0
43,46900,44.9,5,30,3,0
43,46000,37.6,3,46,3,0
41,42000,45.5,3,29,3,0
37,44700,40.4,1,41,3,1
45,42800,35.2,2,50,4,0
19,42000,47.7,6,42,5,0
38,44600,36.6,1,38,4,0
30,43300,42.2,2,38,2,0
14,46400,46.7,5,22,3,0
45,48200,40.7,4,43,1,1
20,44700,44.9,3,28,4,0
9,42400,48.4,4,30,5,0
30,44200,47.0,4,41,3,1
25,45300,45.7,4,38,5,0
35,43400,46.6,6,37,3,0
47,47300,40.0,3,54,3,0
26,48600,43.5,3,43,3,0
43,46000,39.5,4,49,2,0
36,44300,39.9,3,42,4,0
56,48500,37.1,1,48,1,0
41,46100,46.6,2,50,2,0
15,44800,44.4,5,35,5,0
35,50100,39.5,2,36,3,0
31,46300,41.6,3,39,3,1
67,45800,35.0,0,55,1,0
11,39600,42.2,5,39,5,0
26,44700,43.0,3,39,3,0
23,42700,45.7,5,37,2,1
36,47700,46.4,3,49,3,0
42,44000,47.9,4,44,2,0
39,46300,42.4,2,42,3,0
33,47500,46.1,3,37,4,0
25,42200,41.1,4,31,5,0
37,46500,40.0,3,42,3,1
38,41100,44.2,1,44,4,0
37,42700,41.4,3,40,4,0
43,44700,42.0,4,44,4,0
24,37600,41.6,3,41,5,0
44,44800,41.1,3,36,2,0
43,46300,47.3,2,34,3,0
28,43000,42.5,3,34,1,1
30,46900,41.8,3,48,3,0
22,43400,43.2,3,45,4,0
38,43800,44.5,1,46,3,0
59,51400,43.2,0,43,1,1
46,46600,38.3,4,37,3,0
48,47000,40.4,1,50,1,1
31,41100,42.9,3,35,4,0
54,47700,43.7,1,52,3,0
35,40400,44.6,3,32,3,1
51,45500,43.2,3,42,3,0
34,41800,40.7,4,34,4,0
34,49200,44.4,3,45,4,0
19,38300,43.5,3,29,4,0
32,43700,47.8,2,40,4,0
58,46700,33.6,2,51,2,0
15,40400,43.5,4,39,5,1
45,47100,41.3,3,38,4,0
59,50600,30.3,0,44,3,0
39,48600,41.3,2,45,3,0
50,51900,40.9,2,43,1,0
49,47100,41.0,3,44,4,0
31,45900,41.6,2,32,3,0
51,47800,37.0,5,41,3,0
17,41600,47.8,5,36,4,0
44,45400,39.5,3,42,3,0
34,47800,37.2,2,31,3,0
33,45100,42.3,1,44,3,0
19,42300,49.7,4,50,5,0
40,46300,41.4,1,47,3,0
31,45200,45.5,3,36,4,0
23,39600,39.5,4,38,2,0
24,40900,50.9,6,31,3,0
48,46400,41.0,2,45,2,0
15,43300,36.7,4,32,4,0
53,43800,41.2,2,50,1,1
59,52300,40.2,2,49,1,1
41,47400,40.5,2,46,1,0
60,49900,41.2,3,33,1,1
29,42300,43.1,4,42,3,0
15,41000,47.3,2,39,4,0
34,41700,40.9,2,44,3,0
43,47600,36.8,1,42,3,0
37,49300,40.1,2,41,2,1
41,49900,38.3,1,43,1,1
40,43300,48.3,4,39,4,0
31,44200,39.1,3,38,4,0
25,38100,41.6,5,43,4,0
42,41400,41.6,4,40,3,0
40,46900,41.3,4,41,2,1
47,47600,48.6,3,42,2,1
27,41700,40.3,2,39,4,0
61,51500,40.7,2,51,1,0
50,50100,35.1,1,48,2,0
28,43300,47.1,5,33,4,0
20,37600,47.3,4,30,5,0
23,44300,42.5,5,40,5,0
41,45100,47.5,4,40,2,0
24,38500,41.2,5,29,5,0
45,47100,36.9,0,46,1,1
65,44600,42.1,4,49,1,1
43,47100,39.7,4,34,3,0
29,41400,42.1,3,29,5,0
30,44000,42.2,1,41,5,0
43,45400,39.3,3,40,3,0
37,44100,38.7,6,41,2,0
48,45900,40.5,3,47,3,0
30,45500,43.5,5,32,3,0
49,43600,39.5,2,40,3,0
30,46400,44.0,4,27,3,0
28,41000,39.9,4,36,3,0
26,46000,44.0,3,45,3,0
18,38600,39.7,5,26,5,0
49,50900,47.4,4,31,2,0
19,46300,39.6,2,37,3,0
37,44200,43.4,3,46,4,0
49,50000,37.3,2,45,1,1
52,44700,40.0,0,40,2,0
44,48300,34.3,0,37,2,0
62,50800,36.5,1,45,1,1
23,41900,50.3,4,33,5,0
38,46400,42.0,1,40,3,0
45,45600,44.2,4,38,3,0
26,41800,46.0,2,34,4,1
33,46400,40.4,3,45,3,0
24,45100,39.0,4,40,3,1
40,41300,41.6,2,47,3,0
33,43100,41.9,4,37,3,0
52,43900,40.0,1,39,3,0
31,40600,39.9,5,33,4,0
39,44700,41.6,2,45,2,0
65,50200,32.9,2,42,1,1
55,45500,33.3,1,48,1,0
37,45400,43.5,3,40,5,0
27,45600,38.4,4,40,3,0
39,42900,41.0,3,54,2,0
25,42000,41.7,3,38,4,0
48,47900,41.8,3,48,2,0
23,40800,46.1,6,38,4,0
35,44000,34.8,2,36,3,0
51,45200,36.4,1,44,2,0
47,48200,41.8,3,38,3,0
37,48800,41.2,4,37,3,0
44,49900,40.5,3,47,1,1
37,46300,43.8,5,39,4,0
37,44800,40.3,2,35,3,1
46,44400,40.9,1,50,1,1
4,39300,46.8,5,28,5,0
36,47600,42.0,2,40,2,0
14,39000,51.1,3,22,5,0
28,44000,45.2,3,36,3,0
32,47200,36.5,2,36,3,0
43,50300,37.4,1,39,4,1
40,41700,38.6,3,36,2,1
53,51100,34.3,2,48,1,1
32,48200,40.0,2,40,3,0
38,43900,39.1,3,55,4,0
24,42700,44.9,2,37,4,0
37,38900,42.0,4,38,2,1
53,49900,34.7,2,46,1,0
26,45900,44.4,5,37,5,0
34,43200,37.7,1,28,5,0
40,48200,35.8,1,34,2,0
38,44300,41.3,0,46,3,0
33,48200,40.8,5,37,3,0
43,50800,43.0,4,35,2,0
41,45900,42.8,3,37,3,0
12,46000,45.7,5,33,4,0
25,43400,41.7,2,32,5,0
27,42000,40.0,1,33,5,0
38,43400,48.4,4,34,5,0
37,46400,42.6,1,38,3,0
62,48500,31.9,0,47,1,0
19,45200,38.7,4,44,4,0
45,47700,41.2,2,39,3,0
19,41600,44.7,5,37,4,0
53,47700,41.7,0,39,3,1
59,50300,39.0,0,54,1,1
59,48800,43.7,2,40,3,0
30,42100,41.9,3,38,5,0
23,43700,38.7,6,39,4,0
46,43100,41.1,5,52,4,0
20,43800,43.1,4,43,3,0
37,47100,32.5,2,48,4,0
23,44400,49.1,2,38,2,1
20,47500,44.3,4,29,5,0
50,49900,44.5,4,41,1,0
43,45700,41.6,3,36,1,0
25,41700,39.3,5,38,4,0
41,47600,42.9,3,39,3,0
30,43000,40.3,2,37,2,0
31,42800,48.7,5,32,5,0
36,45600,30.4,2,36,4,0
15,39400,38.2,6,33,4,0
46,40500,36.3,0,41,2,1
38,51400,43.8,1,43,2,1
23,42800,45.6,5,30,4,0
30,48400,45.1,4,36,3,0
29,44000,38.0,2,36,3,0
43,48500,40.7,3,49,2,1
19,40800,49.4,1,34,4,0
30,42900,43.3,4,32,2,0
37,46400,39.0,1,48,3,0
27,45800,41.8,4,39,3,1
30,45900,36.1,2,39,4,0
31,41900,43.2,0,42,3,0
39,46200,43.6,4,46,3,0
38,41600,45.6,4,37,3,0
38,42500,46.2,4,44,1,1
40,46400,38.0,3,46,3,0
18,39900,43.1,5,32,5,0
61,48000,37.3,1,56,2,0
28,44700,46.8,3,41,3,1
21,44600,45.9,4,35,3,0
35,45100,44.1,0,47,3,0
52,46300,42.2,4,42,3,0
20,45600,40.5,4,38,4,0
44,44100,38.9,1,44,2,0
19,44200,45.5,5,30,4,0
34,39200,43.1,4,31,4,0
40,45100,41.9,3,39,2,0
35,47200,44.2,3,44,4,0
33,39800,45.1,4,47,4,0
44,42400,42.3,5,49,4,0
21,41200,41.5,4,46,4,0
25,45100,44.9,2,47,4,0
35,46000,41.6,4,39,2,0
39,45000,47.3,3,38,3,0
38,39500,37.0,1,44,4,0
33,42800,39.9,2,37,4,0
45,44000,37.1,3,31,2,1
40,49100,48.1,3,37,2,0
44,47000,35.3,2,36,1,0
42,46400,39.1,2,35,2,0
29,43600,36.2,3,30,4,0
26,46700,46.3,5,35,4,0
47,47800,37.1,3,51,1,1
37,40400,48.3,4,30,5,0
15,40600,45.1,5,43,4,0
50,48600,42.9,2,35,3,0
48,47400,37.5,3,32,2,0
39,42800,44.9,2,36,4,0
53,46600,40.5,3,36,2,1
40,49000,37.4,1,43,3,0
32,48500,43.4,0,35,3,0
25,43900,43.3,4,32,3,0
48,47800,45.7,2,50,1,1
45,47400,42.7,3,59,3,0
33,46700,37.2,4,43,3,0
24,47100,39.9,3,34,4,0
42,47600,39.0,1,39,3,0
34,45400,38.6,2,43,5,0
60,51200,42.0,2,41,1,0
28,43200,49.1,5,40,4,0
46,50800,39.8,0,58,1,1
51,48100,41.4,2,53,2,0
43,43000,40.3,1,39,4,0
30,47900,45.7,5,38,2,0
22,41500,35.8,4,39,5,0
29,48700,41.7,2,40,2,1
50,48300,39.7,0,42,2,1
42,47000,39.8,2,35,2,0
53,51800,38.2,2,50,2,0
25,45200,36.8,4,35,4,0
11,36900,43.7,5,39,5,0
45,42400,42.5,3,46,2,0
36,45500,43.5,3,42,4,0
26,42000,47.9,3,49,3,0
27,45800,39.7,5,39,4,0
31,38700,39.7,3,36,4,0
34,45800,45.8,4,41,5,0
33,40900,43.6,5,40,5,0
45,46100,38.8,2,45,3,0
32,43800,39.9,4,38,3,0
30,49500,40.8,2,33,4,0
35,46800,42.7,0,37,3,0
36,44300,44.3,2,39,4,0
64,47700,42.6,3,43,1,1
37,47100,45.7,3,34,4,0
44,44900,36.3,1,43,2,0
20,38500,44.9,5,37,5,0
11,37300,48.0,6,35,4,0
36,45500,42.2,1,45,3,1
37,40700,39.3,3,44,3,0
32,39800,42.5,3,36,4,0
48,46400,37.8,1,45,2,1
36,49100,43.9,3,47,2,1
24,43500,48.7,5,33,3,0
25,35500,48.9,4,40,5,0
49,46400,40.9,2,36,2,0
38,45800,39.5,2,44,3,0
34,46400,39.7,2,41,2,1
21,42600,45.9,5,36,5,0
27,49600,36.9,3,26,2,0
27,42400,43.7,2,36,5,0
40,46100,38.1,3,40,2,1
37,47200,44.9,4,44,3,0
47,44700,34.2,0,47,2,0
36,47000,42.2,2,40,3,0
43,48600,39.7,1,45,3,0
43,44900,41.8,3,43,3,0
58,49400,37.7,4,53,2,1
44,44100,41.1,4,44,2,0
40,46900,42.6,4,40,3,0
29,43700,46.5,3,42,3,0
38,48400,41.8,2,42,3,0
53,47300,45.4,3,36,2,0
43,41200,39.5,1,35,3,0
52,46700,38.3,2,53,2,0
28,41500,40.9,3,29,4,0
43,47500,44.3,5,43,2,0
47,45000,45.5,5,43,2,1
43,51600,37.7,1,51,2,0
49,45600,43.3,1,38,2,0
34,46000,35.5,2,36,3,0
50,45200,42.6,4,48,1,0
38,46200,36.7,3,40,2,0
35,46200,42.1,2,45,2,1
42,46300,41.7,4,39,2,0
34,39400,41.2,4,40,5,0
24,43300,43.3,4,38,3,1
25,40300,42.4,6,34,4,0
37,48100,37.5,2,44,3,1
20,40500,41.4,3,29,5,0
56,49800,39.5,1,35,2,1
44,46700,38.0,3,41,3,0
44,46400,44.2,3,46,2,0
9,44800,44.5,3,32,4,0
34,43700,38.6,2,46,3,0
43,45800,44.7,5,39,3,0
39,43800,47.2,3,47,2,1
26,43800,45.9,5,34,3,1
38,47600,42.9,6,36,2,0
43,46000,42.9,0,38,2,1
32,45800,43.5,2,38,2,1
51,49000,35.5,1,48,1,0
51,49600,37.1,3,52,1,0
42,49700,40.3,4,45,2,0
36,44100,42.5,5,33,1,0
10,43300,45.1,5,30,4,0
25,48700,37.6,2,39,2,1
34,49200,42.0,2,35,3,0
55,47100,35.6,1,45,2,0
36,45500,44.6,1,35,4,0
31,47800,39.0,2,39,4,0
39,46100,47.1,3,48,2,0
39,48300,39.1,4,44,3,0
23,39300,40.0,5,34,4,0
39,46800,42.3,1,47,2,0
32,43400,40.9,2,47,3,0
39,47900,42.2,3,47,2,1
31,44000,45.0,2,37,4,0
37,43300,42.8,2,41,4,0
34,46000,41.9,0,40,4,0
52,50800,37.8,2,43,1,0
26,41900,44.9,2,34,3,0
28,45700,48.6,5,42,4,0
34,46600,45.8,4,35,4,0
49,48000,44.3,3,40,3,0
34,45500,40.9,3,35,3,0
49,41400,40.0,4,39,3,0
49,46100,36.1,1,55,2,0
32,42600,43.3,3,33,3,0
41,46800,41.4,2,39,3,0
40,45200,43.5,4,36,3,0
32,40600,47.0,6,40,3,0
22,44500,46.2,5,39,3,0
31,41000,48.9,6,45,4,0
47,45900,38.8,2,44,2,1
39,46100,45.2,3,43,4,0
40,44800,40.6,1,38,3,0
53,49600,34.3,2,47,2,0
28,43700,36.3,1,47,4,0
41,47800,43.1,2,47,4,0
27,43000,48.9,1,41,4,0
68,46700,40.0,0,47,2,0
22,44900,37.2,2,44,3,0
46,48500,51.7,5,41,1,1
36,43500,41.0,3,40,2,0
31,47500,40.3,4,37,3,0
36,43300,35.4,2,36,3,0
12,45000,44.7,4,36,5,0
39,46800,43.8,1,48,2,1
52,51100,37.7,3,51,1,0
37,42700,46.3,5,30,3,0
20,44600,45.6,4,40,3,1
39,42600,45.1,5,43,3,0
52,46000,34.2,1,49,2,0
50,44800,31.9,2,33,3,0
19,38300,47.4,4,31,5,0
19,39500,46.9,4,44,5,0
44,47000,47.4,5,43,2,1
31,42800,42.4,5,33,3,0
44,45200,37.7,1,47,3,0
22,40500,50.1,6,40,4,0
24,40300,40.9,3,44,4,0
28,43500,43.3,4,38,3,0
40,42900,43.6,4,41,4,0
28,44800,43.7,1,36,2,1
30,47700,41.2,0,35,4,0
23,45200,37.8,3,41,3,0
52,46800,37.3,0,38,1,1
42,46500,43.8,4,39,2,0
58,46500,32.3,0,46,1,0
46,46700,47.9,4,32,2,0
32,47000,42.0,5,41,3,0
28,39300,51.7,6,29,5,0
30,44000,44.0,4,43,2,0
57,47700,30.7,2,35,2,0
25,41600,43.6,2,38,3,1
46,44700,47.9,4,33,2,0
56,49300,39.8,4,37,1,0
56,46500,38.9,2,55,1,1
41,45700,41.2,2,45,3,0
33,47900,42.0,4,42,2,1
33,48000,43.5,3,48,4,0
29,41500,46.6,5,37,3,0
32,42400,42.9,6,33,3,0
31,46700,42.5,2,48,1,1
33,47500,42.7,6,34,3,0
23,42000,45.0,4,31,4,0
46,46700,40.7,2,50,1,0
29,50000,43.3,4,49,2,1
23,44800,48.3,4,34,3,0
52,44200,44.0,2,38,1,0
43,45000,41.9,5,43,3,0
13,39200,43.0,3,20,5,0
13,42400,45.4,4,28,4,0
40,48200,47.7,3,37,3,0
33,43200,38.8,2,41,4,0
50,43500,46.8,5,49,2,1
35,47000,39.7,2,48,3,0
22,38300,51.6,3,39,5,0
45,44300,43.6,2,41,2,0
37,46700,35.5,2,39,3,0
56,49900,35.4,0,41,1,1
21,43800,42.3,5,37,4,0
48,48200,43.7,1,46,2,1
55,56600,41.4,1,44,1,1
47,50100,41.6,1,42,2,1
54,46300,41.3,4,59,1,1
47,47500,41.0,2,38,3,0
34,40300,42.0,2,31,3,0
38,46200,42.0,5,37,4,0
45,45300,41.3,2,49,2,0
30,45300,37.7,3,38,3,0
42,51000,42.4,2,41,2,1
42,48500,37.0,0,36,4,0
41,41100,41.7,1,37,2,1
28,39900,45.4,5,37,3,0
39,45200,44.6,4,39,3,0
27,47100,45.3,4,40,3,0
59,49600,39.5,0,43,2,1
38,44200,37.6,3,43,2,1
32,48800,38.3,0,47,3,0
25,40600,41.6,2,32,4,0
36,46300,48.2,6,32,4,0
54,46600,38.6,2,50,2,0
31,46900,41.2,0,35,1,1
39,45400,46.5,4,45,3,0
35,43500,41.7,4,47,4,0
27,41200,38.0,2,32,4,0
43,48200,38.7,2,38,3,0
54,45200,43.4,0,40,3,1
26,39900,45.2,4,35,5,0
32,45800,40.7,4,39,4,0
31,42900,44.7,2,42,2,0
16,46000,46.3,5,41,5,0
57,48200,35.2,0,42,1,1
36,42400,44.5,4,37,1,1
23,41400,48.3,3,30,5,0
8,36900,44.4,4,20,5,0
26,43000,43.5,2,49,2,1
27,41700,46.4,4,45,2,0
37,47800,39.4,1,46,2,0
66,48300,31.8,1,54,1,1
28,42000,46.6,4,38,3,1
24,43500,42.5,4,43,5,0
33,36900,42.9,4,46,4,0
48,44600,37.1,1,43,2,0
42,44900,33.1,4,43,2,0
33,46800,41.6,3,47,4,1
38,45300,42.3,3,48,2,1
36,43600,41.7,4,47,3,0
38,44700,46.1,2,35,3,0
46,45900,35.1,3,40,2,0
46,41400,39.1,3,42,2,0
40,48100,41.8,1,48,2,0
8,37100,43.9,6,37,5,0
28,42700,43.4,3,47,3,0
40,43200,45.2,5,42,3,0
39,45200,46.2,3,51,3,0
32,46500,39.3,5,35,4,0
42,48100,44.5,0,50,1,1
48,48000,41.8,4,48,2,1
33,44700,44.9,1,40,4,0
44,46100,46.0,4,47,2,0
22,39900,37.4,3,30,4,0
34,41700,34.9,3,40,2,0
26,40300,48.5,0,31,5,0
40,45800,35.9,3,51,3,0
42,43600,38.9,2,39,2,1
31,44200,45.9,5,41,4,0
23,46600,47.0,3,34,3,0
43,51500,45.0,2,41,1,0
44,49800,41.9,0,51,1,0
39,47900,42.4,3,41,3,0
38,45900,40.3,1,42,2,1
37,46900,36.0,2,44,2,0
26,42100,44.9,4,41,4,0
27,46500,47.7,6,35,3,1
29,41900,42.7,5,55,4,0
40,46100,45.6,2,44,1,1
46,44400,42.9,4,42,4,0
26,41400,47.3,5,40,2,0
37,45300,40.1,4,33,4,0
11,43700,45.5,3,44,5,0
44,45500,38.8,6,40,3,1
32,46600,38.5,2,37,3,1
1,38600,47.6,5,27,5,0
14,39800,43.2,5,31,4,0
23,43800,43.3,1,42,2,1
47,45600,38.9,0,46,2,1
28,39500,41.0,3,31,4,0
13,38400,42.8,4,29,5,0
27,44100,39.5,4,44,3,0
53,47300,45.8,1,46,3,0
28,45000,43.3,5,36,3,1
32,48400,38.8,3,42,2,0
45,48100,37.2,0,43,3,0
12,40500,49.6,4,37,5,0
11,39900,44.6,3,30,4,0
39,45800,39.0,1,42,1,1
35,47700,42.6,3,36,4,0
56,46300,38.7,1,51,2,0
20,44600,40.4,4,35,5,0
37,42300,33.1,3,46,3,0
47,49600,40.6,2,40,2,1
